"filename", "language", "C++", "Ini", "comment", "blank", "total"
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/SteinhartHart/cwg_steinhartHart.cpp", "C++", 22, 0, 68, 16, 106
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/SteinhartHart/cwg_steinhartHart.h", "C++", 41, 0, 55, 12, 108
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/cwg_MedianFilterLib2/cwg_MedianFilterLib2.h", "C++", 130, 0, 11, 43, 184
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/cwg_ads1x15/cwg_ads1x15.cpp", "C++", 68, 0, 35, 16, 119
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/cwg_ads1x15/cwg_ads1x15.h", "C++", 25, 0, 45, 11, 81
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/cwg_ads1x15_debug copy/cwg_ads1x15_debug.cpp", "C++", 67, 0, 43, 18, 128
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/cwg_ads1x15_debug copy/cwg_ads1x15_debug.h", "C++", 25, 0, 45, 11, 81
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/helper_functions/helper_functions.cpp", "C++", 10, 0, 14, 6, 30
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/helper_functions/helper_functions.h", "C++", 14, 0, 10, 6, 30
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/lcd/lcd.cpp", "C++", 533, 0, 90, 59, 682
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/lcd/lcd.h", "C++", 41, 0, 27, 19, 87
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/myConstants/myConstants.h", "C++", 21, 0, 66, 13, 100
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/periphials/periphials.cpp", "C++", 12, 0, 17, 5, 34
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/periphials/periphials.h", "C++", 18, 0, 16, 9, 43
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/press_type/press_type.cpp", "C++", 66, 0, 27, 16, 109
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/press_type/press_type.h", "C++", 28, 0, 23, 13, 64
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/smokerStates/smokerStates.cpp", "C++", 261, 0, 47, 58, 366
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/smokerStates/smokerStates.h", "C++", 22, 0, 15, 8, 45
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/wrapEncoder/wrapEncoder.cpp", "C++", 76, 0, 16, 13, 105
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/lib/wrapEncoder/wrapEncoder.h", "C++", 31, 0, 22, 13, 66
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/platformio.ini", "Ini", 0, 15, 19, 4, 38
"/home/carl/Documents/Electronics/PlatformIO/cloudSmoker/cloudSmoker/cloudSmoker_nodeMCU_12E_V1-0/src/cloudSmoker_nodeMCU_main.cpp", "C++", 82, 0, 120, 27, 229
"Total", "-", 1593, 15, 831, 396, 2835
